[2025-07-22 08:28:59,154] 18 root - INFO -<<<<<<< Initiate the data ingestion >>>>>>>
[2025-07-22 08:29:07,482] 62 root - INFO -Performed the trian test split on dataframe
[2025-07-22 08:29:07,482] 66 root - INFO -Exporting train and test file path
[2025-07-22 08:29:07,613] 69 root - INFO -Exported train and test file path
[2025-07-22 08:29:07,615] 21 root - INFO -<<<<<<<< Data Ingestion Completed >>>>>>
[2025-07-22 08:29:07,633] 25 root - INFO -<<<<<< Initeate Data Validation >>>>>>
[2025-07-22 08:29:07,759] 34 root - INFO -required number of column {'columns': [{'having_IP_Address': 'int64'}, {'URL_Length': 'int64'}, {'Shortining_Service': 'int64'}, {'having_At_Symbol': 'int64'}, {'double_slash_redirecting': 'int64'}, {'Prefix_Suffix': 'int64'}, {'having_Sub_Domain': 'int64'}, {'SSLfinal_State': 'int64'}, {'Domain_registeration_length': 'int64'}, {'Favicon': 'int64'}, {'port': 'int64'}, {'HTTPS_token': 'int64'}, {'Request_URL': 'int64'}, {'URL_of_Anchor': 'int64'}, {'Links_in_tags': 'int64'}, {'SFH': 'int64'}, {'Submitting_to_email': 'int64'}, {'Abnormal_URL': 'int64'}, {'Redirect': 'int64'}, {'on_mouseover': 'int64'}, {'RightClick': 'int64'}, {'popUpWidnow': 'int64'}, {'Iframe': 'int64'}, {'age_of_domain': 'int64'}, {'DNSRecord': 'int64'}, {'web_traffic': 'int64'}, {'Page_Rank': 'int64'}, {'Google_Index': 'int64'}, {'Links_pointing_to_page': 'int64'}, {'Statistical_report': 'int64'}, {'Result': 'int64'}], 'numerical_columns': ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report', 'Result']}
[2025-07-22 08:29:07,760] 35 root - INFO -Data frame has column 31
[2025-07-22 08:29:07,760] 34 root - INFO -required number of column {'columns': [{'having_IP_Address': 'int64'}, {'URL_Length': 'int64'}, {'Shortining_Service': 'int64'}, {'having_At_Symbol': 'int64'}, {'double_slash_redirecting': 'int64'}, {'Prefix_Suffix': 'int64'}, {'having_Sub_Domain': 'int64'}, {'SSLfinal_State': 'int64'}, {'Domain_registeration_length': 'int64'}, {'Favicon': 'int64'}, {'port': 'int64'}, {'HTTPS_token': 'int64'}, {'Request_URL': 'int64'}, {'URL_of_Anchor': 'int64'}, {'Links_in_tags': 'int64'}, {'SFH': 'int64'}, {'Submitting_to_email': 'int64'}, {'Abnormal_URL': 'int64'}, {'Redirect': 'int64'}, {'on_mouseover': 'int64'}, {'RightClick': 'int64'}, {'popUpWidnow': 'int64'}, {'Iframe': 'int64'}, {'age_of_domain': 'int64'}, {'DNSRecord': 'int64'}, {'web_traffic': 'int64'}, {'Page_Rank': 'int64'}, {'Google_Index': 'int64'}, {'Links_pointing_to_page': 'int64'}, {'Statistical_report': 'int64'}, {'Result': 'int64'}], 'numerical_columns': ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report', 'Result']}
[2025-07-22 08:29:07,760] 35 root - INFO -Data frame has column 31
[2025-07-22 08:29:08,262] 27 root - INFO -<<<<< Data Validation Completed
[2025-07-22 08:29:08,275] 30 root - INFO -<<<<< stated Data Trnsformation >>>>>
[2025-07-22 08:29:08,286] 64 root - INFO -Initiate data trnsformation method of class DataTransformation
[2025-07-22 08:29:08,291] 66 root - INFO -Start Data Transofrmation Step
[2025-07-22 08:29:08,470] 70 root - INFO -step 1
[2025-07-22 08:29:08,473] 75 root - INFO -step 2
[2025-07-22 08:29:08,475] 81 root - INFO -step 3
[2025-07-22 08:29:08,475] 47 root - INFO -Entered the get_data_transformed_obj method of transformation class
[2025-07-22 08:29:08,475] 49 root - INFO -step 1 . 1
[2025-07-22 08:29:08,476] 51 root - INFO -step 1.2
[2025-07-22 08:29:08,476] 52 root - INFO -inilize KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-07-22 08:29:08,476] 55 root - INFO -step 1.3
[2025-07-22 08:29:08,476] 57 root - INFO -step 1.4
[2025-07-22 08:29:08,499] 89 root - INFO -step 4
[2025-07-22 08:29:08,512] 47 root - INFO -enter the save_object method of mainuils class
[2025-07-22 08:29:08,517] 51 root - INFO -Exited the save_object method of mainutils class
[2025-07-22 08:29:08,517] 96 root - INFO -step 5
[2025-07-22 08:29:08,517] 104 root - INFO -step 5
[2025-07-22 08:29:08,517] 105 root - INFO -finish data transformation steps
[2025-07-22 08:29:08,521] 34 root - INFO -<<<<<<< completed Data transformation >>>>>>>
[2025-07-22 08:29:08,523] 37 root - INFO ->>>>>> Model Traning  Started <<<<<<
